;"(deg C) Mean Temperature (ERA5 LAND DAILY) at 29.9860E,40.1448N, 1994-01-01 to 2023-01-01"
"2016-02-23";7,1491
"2016-02-24";8,6828
"2016-02-25";8,4213
"2016-02-26";9,9486
"2016-02-27";8,1266
"2016-02-28";9,6977
"2016-02-29";12,1972
"2016-03-01";15,5722
"2016-03-02";10,8609
"2016-03-03";7,8115
"2016-03-04";8,4485
"2016-03-05";5,3638
"2016-03-06";7,5744
"2016-03-07";8,6414
"2016-03-08";10,4931
"2016-03-09";11,6978
"2016-03-10";9,7686
"2016-03-11";8,945
"2016-03-12";9,6195
"2016-03-13";9,7367
"2016-03-14";4,1925
"2016-03-15";2,8884
"2016-03-16";2,2463
"2016-03-17";2,1637
"2016-03-18";4,6812
"2016-03-19";6,2284
"2016-03-20";4,9479
"2016-03-21";6,4059
"2016-03-22";11,017
"2016-03-23";13,9759
"2016-03-24";12,9449
"2016-03-25";8,4983
"2016-03-26";2,8549
"2016-03-27";2,3071
"2016-03-28";2,8882
"2016-03-29";5,0646
"2016-03-30";8,457
"2016-03-31";11,4688
"2016-04-01";12,4734
"2016-04-02";11,8678
"2016-04-03";10,338
"2016-04-04";11,2941
"2016-04-05";12,979
"2016-04-06";15,0472
"2016-04-07";16,4591
"2016-04-08";17,2341
"2016-04-09";16,4779
"2016-04-10";12,9485
"2016-04-11";10,6359
"2016-04-12";10,1564
"2016-04-13";12,433
"2016-04-14";14,3334
"2016-04-15";13,8334
"2016-04-16";14,2428
"2016-04-17";16,1312
"2016-04-18";18,1413
"2016-04-19";19,6555
"2016-04-20";17,1256
"2016-04-21";8,748
"2016-04-22";12,2703
"2016-04-23";14,0162
"2016-04-24";14,6931
"2016-04-25";13,7209
"2016-04-26";11,8938
"2016-04-27";10,5026
"2016-04-28";12,1704
"2016-04-29";13,0597
"2016-04-30";13,5146
"2016-05-01";12,802
"2016-05-02";15,8887
"2016-05-03";14,0059
"2016-05-04";10,9075
"2016-05-05";10,3571
"2016-05-06";10,0115
"2016-05-07";11,8636
"2016-05-08";13,5647
"2016-05-09";13,9388
"2016-05-10";13,3878
"2016-05-11";13,6975
"2016-05-12";17,3464
"2016-05-13";20,2286
"2016-05-14";18,8118
"2016-05-15";18,5374
"2016-05-16";16,9419
"2016-05-17";14,9215
"2016-05-18";12,0504
"2016-05-19";13,0757
"2016-05-20";15,2172
"2016-05-21";16,5688
"2016-05-22";13,5522
"2016-05-23";11,7909
"2016-05-24";15,2765
"2016-05-25";14,8956
"2016-05-26";12,2449
"2016-05-27";11,8633
"2016-05-28";13,4832
"2016-05-29";15,5691
"2016-05-30";19,4357
"2016-05-31";21,5933
"2016-06-01";20,7492
"2016-06-02";21,7248
"2016-06-03";20,0378
"2016-06-04";17,8225
"2016-06-05";17,4693
"2016-06-06";17,9144
"2016-06-07";15,5038
"2016-06-08";12,8
"2016-06-09";13,4121
"2016-06-10";15,7775
"2016-06-11";17,6642
"2016-06-12";20,3794
"2016-06-13";22,1125
"2016-06-14";19,6921
"2016-06-15";19,5234
"2016-06-16";21,3821
"2016-06-17";23,2491
"2016-06-18";24,839
"2016-06-19";25,6813
"2016-06-20";26,2433
"2016-06-21";25,0541
"2016-06-22";23,8278
"2016-06-23";23,807
"2016-06-24";23,8262
"2016-06-25";24,4863
"2016-06-26";26,4282
"2016-06-27";22,859
"2016-06-28";21,9392
"2016-06-29";20,2024
"2016-06-30";20,0252
"2016-07-01";22,2029
"2016-07-02";22,6048
"2016-07-03";22,2366
"2016-07-04";22,3589
"2016-07-05";21,4629
"2016-07-06";20,8272
"2016-07-07";20,1916
"2016-07-08";19,8831
"2016-07-09";19,9793
"2016-07-10";20,9847
"2016-07-11";20,3981
"2016-07-12";23,3941
"2016-07-13";25,3969
"2016-07-14";25,2237
"2016-07-15";25,5954
"2016-07-16";28,1861
"2016-07-17";26,5708
"2016-07-18";22,2952
"2016-07-19";19,7721
"2016-07-20";19,5556
"2016-07-21";19,6544
"2016-07-22";21,2913
"2016-07-23";21,8922
"2016-07-24";22,4175
"2016-07-25";22,3712
"2016-07-26";23,3709
"2016-07-27";22,8561
"2016-07-28";23,3924
"2016-07-29";24,7018
"2016-07-30";23,3739
"2016-07-31";23,8451
"2016-08-01";27,1747
"2016-08-02";26,5559
"2016-08-03";23,703
"2016-08-04";23,0199
"2016-08-05";24,9281
"2016-08-06";24,1589
"2016-08-07";24,0885
"2016-08-08";25,2573
"2016-08-09";25,708
"2016-08-10";25,5471
"2016-08-11";26,5634
"2016-08-12";25,4384
"2016-08-13";18,6407
"2016-08-14";17,9812
"2016-08-15";19,6048
"2016-08-16";20,3667
"2016-08-17";21,2489
"2016-08-18";23,2398
"2016-08-19";24,3783
"2016-08-20";23,357
"2016-08-21";22,6829
"2016-08-22";23,7865
"2016-08-23";23,6694
"2016-08-24";22,8552
"2016-08-25";21,3592
"2016-08-26";20,4256
"2016-08-27";20,0797
"2016-08-28";20,8991
"2016-08-29";20,6186
"2016-08-30";20,9063
"2016-08-31";20,5577
"2016-09-01";19,3294
"2016-09-02";19,1345
"2016-09-03";18,1781
"2016-09-04";19,3169
"2016-09-05";21,437
"2016-09-06";22,6545
"2016-09-07";23,4388
"2016-09-08";24,0277
"2016-09-09";23,2737
"2016-09-10";23,3067
"2016-09-11";21,7558
"2016-09-12";20,1069
"2016-09-13";18,6857
"2016-09-14";18,9925
"2016-09-15";18,5366
"2016-09-16";18,0557
"2016-09-17";19,0287
"2016-09-18";21,0975
"2016-09-19";22,7454
"2016-09-20";18,5494
"2016-09-21";14,8619
"2016-09-22";13,6799
"2016-09-23";11,5196
"2016-09-24";11,8801
"2016-09-25";12,396
"2016-09-26";13,3447
"2016-09-27";13,3412
"2016-09-28";13,5467
"2016-09-29";14,3107
"2016-09-30";16,0132
"2016-10-01";18,3899
"2016-10-02";18,211
"2016-10-03";18,9911
"2016-10-04";18,1445
"2016-10-05";15,2452
"2016-10-06";15,1037
"2016-10-07";15,9583
"2016-10-08";16,1573
"2016-10-09";13,765
"2016-10-10";14,9071
"2016-10-11";17,3697
"2016-10-12";19,4881
"2016-10-13";15,5293
"2016-10-14";12,7039
"2016-10-15";11,3369
"2016-10-16";14,3828
"2016-10-17";10,3929
"2016-10-18";7,7021
"2016-10-19";9,2405
"2016-10-20";10,2053
"2016-10-21";13,2022
"2016-10-22";14,3003
"2016-10-23";14,8856
"2016-10-24";12,4067
"2016-10-25";10,4678
"2016-10-26";11,0818
"2016-10-27";9,7055
"2016-10-28";9,6057
"2016-10-29";9,5283
"2016-10-30";8,7572
"2016-10-31";5,4368
"2016-11-01";2,7417
"2016-11-02";4,0467
"2016-11-03";6,9893
"2016-11-04";7,6038
"2016-11-05";9,5695
"2016-11-06";10,1095
"2016-11-07";13,009
"2016-11-08";14,9296
"2016-11-09";17,9687
"2016-11-10";13,5865
"2016-11-11";11,6769
"2016-11-12";11,1359
"2016-11-13";11,1691
"2016-11-14";7,4832
"2016-11-15";3,5295
"2016-11-16";1,9395
"2016-11-17";2,1492
"2016-11-18";2,8273
"2016-11-19";4,6268
"2016-11-20";4,7577
"2016-11-21";4,6546
"2016-11-22";5,2442
"2016-11-23";5,0636
"2016-11-24";4,0529
"2016-11-25";2,8742
"2016-11-26";2,6244
"2016-11-27";4,503
"2016-11-28";7,5508
"2016-11-29";5,2442
"2016-11-30";1,167
"2016-12-01";-0,5931
"2016-12-02";0,5853
"2016-12-03";2,5433
"2016-12-04";1,1999
"2016-12-05";-0,8754
"2016-12-06";0,2447
"2016-12-07";0,0075
"2016-12-08";-1,5665
"2016-12-09";0,3512
"2016-12-10";1,2985
"2016-12-11";2,1626
"2016-12-12";3,6855
"2016-12-13";0,0704
"2016-12-14";-3,0827
"2016-12-15";-1,6208
"2016-12-16";-1,9718
"2016-12-17";-2,1343
"2016-12-18";-2,0773
"2016-12-19";-2,2405
"2016-12-20";-2,6142
"2016-12-21";-1,3892
"2016-12-22";-1,5866
"2016-12-23";-0,2182
"2016-12-24";0,7701
"2016-12-25";0,921
"2016-12-26";-0,7952
"2016-12-27";-0,8536
"2016-12-28";0,4562
"2016-12-29";-1,018
"2016-12-30";-1,5341
"2016-12-31";-5,5651
"2017-01-01";-7,0179
"2017-01-02";-9,5228
"2017-01-03";-7,7045
"2017-01-04";-1,6587
"2017-01-05";2,6123
"2017-01-06";5,3395
"2017-01-07";-4,7379
"2017-01-08";-9,1778
"2017-01-09";-8,4013
"2017-01-10";-4,0016
"2017-01-11";0,0859
"2017-01-12";0,2222
"2017-01-13";-4,4355
"2017-01-14";0,2742
"2017-01-15";3,7616
"2017-01-16";2,2736
"2017-01-17";1,55
"2017-01-18";2,9237
"2017-01-19";3,2547
"2017-01-20";0,0272
"2017-01-21";-1,4375
"2017-01-22";-0,9956
"2017-01-23";-1,5778
"2017-01-24";-1,2129
"2017-01-25";-0,1496
"2017-01-26";-3,7923
"2017-01-27";-5,0071
"2017-01-28";-3,634
"2017-01-29";-2,3923
"2017-01-30";-2,3079
"2017-01-31";-3,7086
"2017-02-01";-2,4229
"2017-02-02";-3,4271
"2017-02-03";0,1108
"2017-02-04";1,9373
"2017-02-05";4,0745
"2017-02-06";6,5751
"2017-02-07";7,2519
"2017-02-08";6,2909
"2017-02-09";4,0628
"2017-02-10";2,0365
"2017-02-11";-0,6681
"2017-02-12";-1,7557
"2017-02-13";-2,4489
"2017-02-14";-2,0367
"2017-02-15";-1,5599
"2017-02-16";-1,422
"2017-02-17";-0,0024
"2017-02-18";2,3734
"2017-02-19";3,9342
"2017-02-20";5,4037
"2017-02-21";5,7786
"2017-02-22";4,0271
"2017-02-23";5,2633
"2017-02-24";7,3469
"2017-02-25";9,2234
"2017-02-26";8,2366
"2017-02-27";9,1179
"2017-02-28";10,2405
"2017-03-01";10,9715
"2017-03-02";8,1122
"2017-03-03";6,8835
"2017-03-04";7,073
"2017-03-05";7,3031
"2017-03-06";9,7765
"2017-03-07";10,3505
"2017-03-08";9,7733
"2017-03-09";9,8227
"2017-03-10";9,9965
"2017-03-11";7,9603
"2017-03-12";6,3499
"2017-03-13";4,7827
"2017-03-14";2,0447
"2017-03-15";2,7455
"2017-03-16";3,4286
"2017-03-17";1,7495
"2017-03-18";3,5499
"2017-03-19";5,9088
"2017-03-20";8,7376
"2017-03-21";10,4326
"2017-03-22";9,8784
"2017-03-23";8,132
"2017-03-24";9,9886
"2017-03-25";10,0976
"2017-03-26";11,2878
"2017-03-27";4,8613
"2017-03-28";6,7515
"2017-03-29";10,0177
"2017-03-30";10,0958
"2017-03-31";6,432
"2017-04-01";6,017
"2017-04-02";9,5038
"2017-04-03";11,4275
"2017-04-04";12,6284
"2017-04-05";11,9701
"2017-04-06";9,7982
"2017-04-07";8,3855
"2017-04-08";5,4802
"2017-04-09";5,6501
"2017-04-10";5,9136
"2017-04-11";9,2194
"2017-04-12";10,9125
"2017-04-13";11,2374
"2017-04-14";11,4764
"2017-04-15";12,8678
"2017-04-16";12,847
"2017-04-17";12,8083
"2017-04-18";7,5627
"2017-04-19";11,6951
"2017-04-20";12,9546
"2017-04-21";7,1966
"2017-04-22";6,1651
"2017-04-23";3,7969
"2017-04-24";6,4
"2017-04-25";9,3144
"2017-04-26";12,7104
"2017-04-27";14,844
"2017-04-28";15,9146
"2017-04-29";17,4912
"2017-04-30";17,9412
"2017-05-01";16,439
"2017-05-02";16,6526
"2017-05-03";16,6329
"2017-05-04";17,7652
"2017-05-05";17,2984
"2017-05-06";13,1882
"2017-05-07";14,0418
"2017-05-08";15,7007
"2017-05-09";16,8281
"2017-05-10";13,0819
"2017-05-11";14,1377
"2017-05-12";17,1421
"2017-05-13";22,3535
"2017-05-14";18,8757
"2017-05-15";13,756
"2017-05-16";13,8652
"2017-05-17";14,8151
"2017-05-18";13,5828
"2017-05-19";11,0104
"2017-05-20";11,5296
"2017-05-21";11,0827
"2017-05-22";11,5757
"2017-05-23";12,5563
"2017-05-24";14,0263
"2017-05-25";16,3575
"2017-05-26";15,1651
"2017-05-27";14,1488
"2017-05-28";14,0523
"2017-05-29";14,4608
"2017-05-30";13,9234
"2017-05-31";16,2123
"2017-06-01";17,9274
"2017-06-02";19,5318
"2017-06-03";20,6388
"2017-06-04";20,0264
"2017-06-05";18,216
"2017-06-06";19,2121
"2017-06-07";21,3538
"2017-06-08";20,311
"2017-06-09";15,8344
"2017-06-10";15,279
"2017-06-11";16,4422
"2017-06-12";17,2019
"2017-06-13";18,4687
"2017-06-14";18,9198
"2017-06-15";19,3749
"2017-06-16";18,592
"2017-06-17";19,1127
"2017-06-18";15,8228
"2017-06-19";13,7764
"2017-06-20";16,0109
"2017-06-21";17,6994
"2017-06-22";19,5493
"2017-06-23";20,9055
"2017-06-24";21,8341
"2017-06-25";21,5771
"2017-06-26";22,6138
"2017-06-27";22,4371
"2017-06-28";23,7714
"2017-06-29";25,3403
"2017-06-30";26,8784
"2017-07-01";27,7386
"2017-07-02";27,171
"2017-07-03";27,5291
"2017-07-04";19,6809
"2017-07-05";18,8976
"2017-07-06";18,7184
"2017-07-07";19,1842
"2017-07-08";20,1025
"2017-07-09";22,4116
"2017-07-10";22,7758
"2017-07-11";22,7454
"2017-07-12";23,664
"2017-07-13";24,6516
"2017-07-14";23,4938
"2017-07-15";21,1947
"2017-07-16";21,566
"2017-07-17";22,2703
"2017-07-18";20,6574
"2017-07-19";19,2052
"2017-07-20";19,9676
"2017-07-21";21,3618
"2017-07-22";21,6371
"2017-07-23";22,5495
"2017-07-24";24,1433
"2017-07-25";26,4899
"2017-07-26";27,6562
"2017-07-27";25,3823
"2017-07-28";20,7065
"2017-07-29";21,3577
"2017-07-30";22,0035
"2017-07-31";21,2351
"2017-08-01";21,3417
"2017-08-02";22,4392
"2017-08-03";22,864
"2017-08-04";23,0275
"2017-08-05";24,0457
"2017-08-06";24,5256
"2017-08-07";25,2382
"2017-08-08";24,8684
"2017-08-09";24,4735
"2017-08-10";23,7799
"2017-08-11";23,5418
"2017-08-12";24,1225
"2017-08-13";24,7524
"2017-08-14";21,7863
"2017-08-15";20,4204
"2017-08-16";20,9993
"2017-08-17";21,3494
"2017-08-18";22,1616
"2017-08-19";22,4124
"2017-08-20";23,1529
"2017-08-21";22,5432
"2017-08-22";19,4595
"2017-08-23";18,673
"2017-08-24";18,7913
"2017-08-25";18,7309
"2017-08-26";18,8107
"2017-08-27";19,9317
"2017-08-28";21,1521
"2017-08-29";20,5719
"2017-08-30";16,8865
"2017-08-31";16,965
"2017-09-01";18,5202
"2017-09-02";20,8368
"2017-09-03";23,7017
"2017-09-04";23,2858
"2017-09-05";18,7397
"2017-09-06";15,6404
"2017-09-07";18,4236
"2017-09-08";21,0829
"2017-09-09";21,9668
"2017-09-10";25,0903
"2017-09-11";25,74
"2017-09-12";25,6282
"2017-09-13";23,1901
"2017-09-14";22,147
"2017-09-15";22,5129
"2017-09-16";24,1781
"2017-09-17";24,1559
"2017-09-18";25,2392
"2017-09-19";24,9936
"2017-09-20";25,2095
"2017-09-21";21,9039
"2017-09-22";16,6189
"2017-09-23";14,6727
"2017-09-24";15,5741
"2017-09-25";18,6958
"2017-09-26";17,9704
"2017-09-27";17,2164
"2017-09-28";15,0498
"2017-09-29";13,369
"2017-09-30";13,766
"2017-10-01";13,4453
"2017-10-02";11,2918
"2017-10-03";11,1771
"2017-10-04";11,9107
"2017-10-05";12,1089
"2017-10-06";14,6064
"2017-10-07";16,1133
"2017-10-08";11,5538
"2017-10-09";10,3753
"2017-10-10";11,2879
"2017-10-11";10,7365
"2017-10-12";10,8946
"2017-10-13";11,9374
"2017-10-14";10,4961
"2017-10-15";10,8471
"2017-10-16";13,1098
"2017-10-17";14,2195
"2017-10-18";13,8509
"2017-10-19";15,0761
"2017-10-20";14,6395
"2017-10-21";14,5499
"2017-10-22";13,8951
"2017-10-23";15,0184
"2017-10-24";13,512
"2017-10-25";11,4559
"2017-10-26";9,6003
"2017-10-27";11,2975
"2017-10-28";11,4997
"2017-10-29";7,9729
"2017-10-30";7,4559
"2017-10-31";4,9922
"2017-11-01";3,0889
"2017-11-02";2,7654
"2017-11-03";4,741
"2017-11-04";6,7749
"2017-11-05";7,9404
"2017-11-06";8,1167
"2017-11-07";6,4016
"2017-11-08";7,9518
"2017-11-09";9,9029
"2017-11-10";8,6272
"2017-11-11";7,515
"2017-11-12";9,857
"2017-11-13";10,7946
"2017-11-14";11,7302
"2017-11-15";11,226
"2017-11-16";11,6984
"2017-11-17";10,908
"2017-11-18";9,9849
"2017-11-19";9,4744
"2017-11-20";8,126
"2017-11-21";1,5395
"2017-11-22";3,3338
"2017-11-23";5,9666
"2017-11-24";5,8005
"2017-11-25";4,3931
"2017-11-26";5,1397
"2017-11-27";8,7035
"2017-11-28";7,6385
"2017-11-29";4,891
"2017-11-30";5,3428
"2017-12-01";9,2011
"2017-12-02";10,2094
"2017-12-03";9,9899
"2017-12-04";9,4213
"2017-12-05";2,8478
"2017-12-06";-0,3497
"2017-12-07";1,9445
"2017-12-08";2,0319
"2017-12-09";4,5014
"2017-12-10";7,105
"2017-12-11";4,4996
"2017-12-12";6,1311
"2017-12-13";5,4698
"2017-12-14";5,4389
"2017-12-15";6,1865
"2017-12-16";9,0059
"2017-12-17";11,2061
"2017-12-18";7,0991
"2017-12-19";5,2681
"2017-12-20";1,8964
"2017-12-21";1,8368
"2017-12-22";1,9959
"2017-12-23";-0,0865
"2017-12-24";-0,6476
"2017-12-25";-0,3549
"2017-12-26";-1,5826
"2017-12-27";0,8771
"2017-12-28";4,3755
"2017-12-29";7,4969
"2017-12-30";6,7926
"2017-12-31";3,432
"2018-01-01";2,9115
"2018-01-02";4,2634
"2018-01-03";5,0424
"2018-01-04";4,5428
"2018-01-05";4,4353
"2018-01-06";4,1472
"2018-01-07";3,2804
"2018-01-08";2,8738
"2018-01-09";3,6577
"2018-01-10";4,6343
"2018-01-11";5,2492
"2018-01-12";5,4394
"2018-01-13";4,4017
"2018-01-14";0,2695
"2018-01-15";-0,0745
"2018-01-16";1,7767
"2018-01-17";5,6334
"2018-01-18";2,2256
"2018-01-19";-1,692
"2018-01-20";0,271
"2018-01-21";6,8355
"2018-01-22";5,8924
"2018-01-23";0,5207
"2018-01-24";-2,3818
"2018-01-25";-4,5948
"2018-01-26";-3,4567
"2018-01-27";-0,8667
"2018-01-28";0,3927
"2018-01-29";0,8098
"2018-01-30";2,8126
"2018-01-31";2,8849
"2018-02-01";3,4944
"2018-02-02";5,5099
"2018-02-03";7,3418
"2018-02-04";9,817
"2018-02-05";4,716
"2018-02-06";4,316
"2018-02-07";7,5412
"2018-02-08";9,4694
"2018-02-09";7,2222
"2018-02-10";6,9518
"2018-02-11";9,0088
"2018-02-12";4,3378
"2018-02-13";3,6906
"2018-02-14";4,6722
"2018-02-15";6,1879
"2018-02-16";6,3236
"2018-02-17";4,0042
"2018-02-18";4,5046
"2018-02-19";4,2039
"2018-02-20";5,6283
"2018-02-21";8,3297
"2018-02-22";7,8833
"2018-02-23";5,7866
"2018-02-24";6,7771
"2018-02-25";2,3371
"2018-02-26";5,8963
"2018-02-27";5,992
"2018-02-28";4,0359
"2018-03-01";-0,7045
"2018-03-02";6,8822
"2018-03-03";10,4515
"2018-03-04";9,417
"2018-03-05";9,6902
"2018-03-06";11,3512
"2018-03-07";12,7901
"2018-03-08";8,5991
"2018-03-09";8,037
"2018-03-10";8,3202
"2018-03-11";9,1042
"2018-03-12";10,3557
"2018-03-13";9,5997
"2018-03-14";7,7428
"2018-03-15";5,9473
"2018-03-16";8,2714
"2018-03-17";13,5178
"2018-03-18";15,3916
"2018-03-19";13,1467
"2018-03-20";11,1528
"2018-03-21";10,6567
"2018-03-22";11,6756
"2018-03-23";12,915
"2018-03-24";8,3585
"2018-03-25";8,6566
"2018-03-26";11,549
"2018-03-27";10,3118
"2018-03-28";10,6529
"2018-03-29";4,1879
"2018-03-30";7,5899
"2018-03-31";11,4383
"2018-04-01";14,8228
"2018-04-02";8,9487
"2018-04-03";8,9982
"2018-04-04";10,5585
"2018-04-05";14,0888
"2018-04-06";15,2336
"2018-04-07";13,4595
"2018-04-08";11,746
"2018-04-09";12,1801
"2018-04-10";14,3624
"2018-04-11";16,0381
"2018-04-12";17,0077
"2018-04-13";16,305
"2018-04-14";15,3835
"2018-04-15";14,361
"2018-04-16";15,7332
"2018-04-17";16,1156
"2018-04-18";14,4188
"2018-04-19";12,0237
"2018-04-20";8,4931
"2018-04-21";9,0817
"2018-04-22";12,2148
"2018-04-23";15,5679
"2018-04-24";17,3991
"2018-04-25";18,0247
"2018-04-26";18,1356
"2018-04-27";18,0816
"2018-04-28";17,1034
"2018-04-29";18,3595
"2018-04-30";18,1333
"2018-05-01";18,1871
"2018-05-02";18,8311
"2018-05-03";19,6647
"2018-05-04";20,1005
"2018-05-05";19,9098
"2018-05-06";15,8947
"2018-05-07";13,8324
"2018-05-08";12,8561
"2018-05-09";14,0598
"2018-05-10";14,5412
"2018-05-11";13,1164
"2018-05-12";11,9029
"2018-05-13";11,3311
"2018-05-14";14,3472
"2018-05-15";17,6107
"2018-05-16";18,9891
"2018-05-17";19,5133
"2018-05-18";19,666
"2018-05-19";19,1509
"2018-05-20";17,6534
"2018-05-21";17,8664
"2018-05-22";18,5739
"2018-05-23";19,1721
"2018-05-24";19,0955
"2018-05-25";17,1324
"2018-05-26";16,8405
"2018-05-27";17,1728
"2018-05-28";16,4098
"2018-05-29";16,1404
"2018-05-30";16,1101
"2018-05-31";14,8399
"2018-06-01";17,0234
"2018-06-02";17,4252
"2018-06-03";16,8796
"2018-06-04";18,9817
"2018-06-05";18,7961
"2018-06-06";20,3601
"2018-06-07";21,3329
"2018-06-08";21,7416
"2018-06-09";23,5863
"2018-06-10";22,6102
"2018-06-11";19,9496
"2018-06-12";19,6354
"2018-06-13";21,2143
"2018-06-14";22,4082
"2018-06-15";22,1315
"2018-06-16";20,4065
"2018-06-17";17,8835
"2018-06-18";18,574
"2018-06-19";18,5686
"2018-06-20";20,1329
"2018-06-21";20,0613
"2018-06-22";19,7436
"2018-06-23";19,709
"2018-06-24";18,7757
"2018-06-25";18,5882
"2018-06-26";20,281
"2018-06-27";21,9411
"2018-06-28";20,6806
"2018-06-29";19,6944
"2018-06-30";20,6946
"2018-07-01";20,5431
"2018-07-02";21,8695
"2018-07-03";23,0662
"2018-07-04";23,6281
"2018-07-05";22,9776
"2018-07-06";22,2163
"2018-07-07";22,2925
"2018-07-08";22,1672
"2018-07-09";22,7373
"2018-07-10";22,8133
"2018-07-11";22,7116
"2018-07-12";21,5154
"2018-07-13";21,7565
"2018-07-14";20,9327
"2018-07-15";20,9261
"2018-07-16";21,2876
"2018-07-17";23,5258
"2018-07-18";22,3864
"2018-07-19";21,2682
"2018-07-20";21,1947
"2018-07-21";22,6309
"2018-07-22";23,5808
"2018-07-23";25,1719
"2018-07-24";22,1999
"2018-07-25";21,2199
"2018-07-26";22,3803
"2018-07-27";21,497
"2018-07-28";21,6973
"2018-07-29";22,8546
"2018-07-30";23,5584
"2018-07-31";23,6528
"2018-08-01";23,5972
"2018-08-02";23,4845
"2018-08-03";22,9228
"2018-08-04";22,7664
"2018-08-05";23,3021
"2018-08-06";23,4349
"2018-08-07";22,6874
"2018-08-08";22,7721
"2018-08-09";22,6444
"2018-08-10";21,846
"2018-08-11";20,3779
"2018-08-12";19,8217
"2018-08-13";21,2711
"2018-08-14";23,0782
"2018-08-15";24,1818
"2018-08-16";24,4141
"2018-08-17";23,7877
"2018-08-18";22,5946
"2018-08-19";22,9487
"2018-08-20";22,5855
"2018-08-21";22,6047
"2018-08-22";23,045
"2018-08-23";23,689
"2018-08-24";24,7895
"2018-08-25";24,4967
"2018-08-26";23,9545
"2018-08-27";24,0836
"2018-08-28";23,58
"2018-08-29";21,628
"2018-08-30";22,6086
"2018-08-31";23,7189
"2018-09-01";25,2674
"2018-09-02";24,9322
"2018-09-03";24,0869
"2018-09-04";23,8436
"2018-09-05";22,7012
"2018-09-06";18,4783
"2018-09-07";19,6219
"2018-09-08";20,0655
"2018-09-09";19,166
"2018-09-10";17,4627
"2018-09-11";17,3142
"2018-09-12";18,4452
"2018-09-13";18,0678
"2018-09-14";16,6249
"2018-09-15";17,8741
"2018-09-16";18,1955
"2018-09-17";17,5036
"2018-09-18";17,0788
"2018-09-19";17,6942
"2018-09-20";18,0505
"2018-09-21";18,4121
"2018-09-22";19,9322
"2018-09-23";19,9407
"2018-09-24";22,6286
"2018-09-25";14,4165
"2018-09-26";10,9336
"2018-09-27";13,2981
"2018-09-28";16,4739
"2018-09-29";19,5471
"2018-09-30";18,2276
"2018-10-01";18,5829
"2018-10-02";17,4806
"2018-10-03";17,675
"2018-10-04";15,0719
"2018-10-05";13,1095
"2018-10-06";14,3253
"2018-10-07";15,3421
"2018-10-08";15,7367
"2018-10-09";14,6108
"2018-10-10";13,777
"2018-10-11";14,8792
"2018-10-12";16,0652
"2018-10-13";15,7294
"2018-10-14";15,8707
"2018-10-15";16,4778
"2018-10-16";16,6636
"2018-10-17";17,1161
"2018-10-18";17,0612
"2018-10-19";16,9446
"2018-10-20";14,6696
"2018-10-21";12,6865
"2018-10-22";13,5322
"2018-10-23";14,3375
"2018-10-24";14,2128
"2018-10-25";5,421
"2018-10-26";6,0539
"2018-10-27";8,8644
"2018-10-28";10,5648
"2018-10-29";11,6406
"2018-10-30";12,2064
"2018-10-31";13,2916
"2018-11-01";14,2178
"2018-11-02";12,8854
"2018-11-03";12,054
"2018-11-04";12,6629
"2018-11-05";11,3337
"2018-11-06";10,8377
"2018-11-07";11,6167
"2018-11-08";11,4351
"2018-11-09";11,1366
"2018-11-10";10,925
"2018-11-11";10,8702
"2018-11-12";9,1143
"2018-11-13";7,5475
"2018-11-14";6,3542
"2018-11-15";4,194
"2018-11-16";4,1582
"2018-11-17";5,0641
"2018-11-18";8,3602
"2018-11-19";12,5623
"2018-11-20";12,1377
"2018-11-21";11,7875
"2018-11-22";8,7514
"2018-11-23";5,6599
"2018-11-24";5,6763
"2018-11-25";5,1135
"2018-11-26";6,8329
"2018-11-27";11,6868
"2018-11-28";10,2584
"2018-11-29";4,8965
"2018-11-30";1,9955
"2018-12-01";2,9928
"2018-12-02";4,994
"2018-12-03";6,035
"2018-12-04";7,5072
"2018-12-05";7,1117
"2018-12-06";1,9824
"2018-12-07";0,3653
"2018-12-08";-1,2533
"2018-12-09";2,9388
"2018-12-10";7,0424
"2018-12-11";3,0786
"2018-12-12";0,4702
"2018-12-13";0,7037
"2018-12-14";3,7527
"2018-12-15";6,294
"2018-12-16";7,03
"2018-12-17";7,2117
"2018-12-18";6,7122
"2018-12-19";2,8333
"2018-12-20";0,3811
"2018-12-21";2,5479
"2018-12-22";3,413
"2018-12-23";2,3253
"2018-12-24";3,9958
"2018-12-25";0,8143
"2018-12-26";-2,3958
"2018-12-27";-3,3125
"2018-12-28";-1,7973
"2018-12-29";-2,9788
"2018-12-30";-0,4819
"2018-12-31";-5,0393
"2019-01-01";-1,9432
"2019-01-02";1,5236
"2019-01-03";2,1861
"2019-01-04";0,7534
"2019-01-05";-1,0361
"2019-01-06";-1,831
"2019-01-07";-3,1009
"2019-01-08";-4,7788
"2019-01-09";-5,7931
"2019-01-10";4,0828
"2019-01-11";6,0186
"2019-01-12";4,3865
"2019-01-13";1,402
"2019-01-14";3,3088
"2019-01-15";-0,1415
"2019-01-16";-3,8908
"2019-01-17";-4,4926
"2019-01-18";-3,4149
"2019-01-19";1,6257
"2019-01-20";0,7616
"2019-01-21";2,0326
"2019-01-22";2,991
"2019-01-23";4,5061
"2019-01-24";5,9129
"2019-01-25";6,6972
"2019-01-26";7,4126
"2019-01-27";4,4186
"2019-01-28";3,9297
"2019-01-29";7,272
"2019-01-30";7,1455
"2019-01-31";7,0038
